subj_id,rt,response,same_hf
pilot_3,0.609764307646,1.0,1.0
pilot_3,0.66446565586,1.0,1.0
pilot_3,0.632344413738,1.0,1.0
pilot_3,0.617017798531,1.0,1.0
pilot_3,0.671272810567,1.0,0.0
pilot_3,0.561972817977,1.0,1.0
pilot_3,0.6617978178,1.0,1.0
pilot_3,0.708663919064,1.0,1.0
pilot_3,0.697561965568,1.0,0.0
pilot_3,0.773446345707,1.0,0.0
pilot_3,0.748480442086,1.0,0.0
pilot_3,0.727109277259,1.0,0.0
pilot_3,0.729859295612,1.0,0.0
pilot_3,0.999673888782,1.0,0.0
pilot_3,0.740009352436,1.0,1.0
pilot_3,0.65539936401,1.0,1.0
pilot_3,0.608136546809,1.0,1.0
pilot_3,0.693113218842,1.0,0.0
pilot_3,0.686879888684,1.0,0.0
pilot_3,0.629279472574,1.0,0.0
pilot_3,0.658113446485,1.0,1.0
pilot_3,0.624397370986,1.0,0.0
pilot_3,0.606423137031,1.0,1.0
pilot_3,0.597231063253,1.0,1.0
pilot_3,0.643703708645,1.0,0.0
pilot_3,0.661064261059,1.0,1.0
pilot_3,0.835492247774,1.0,1.0
pilot_3,0.704769542031,1.0,0.0
pilot_3,0.647992066013,1.0,0.0
pilot_3,0.614051174216,1.0,1.0
pilot_3,0.610988149489,1.0,0.0
pilot_3,0.618334167671,1.0,1.0
pilot_3,0.795278951287,1.0,1.0
pilot_3,0.728915091517,1.0,0.0
pilot_3,0.938273837255,1.0,0.0
pilot_3,0.841246645348,1.0,0.0
pilot_3,0.734523813961,1.0,1.0
pilot_3,0.66526077794,1.0,0.0
pilot_3,0.578703335239,1.0,1.0
pilot_3,0.756246471352,1.0,1.0
pilot_3,0.671252216081,1.0,0.0
pilot_3,0.740992118599,1.0,1.0
pilot_3,0.693519067334,1.0,1.0
pilot_3,0.645311358518,1.0,0.0
pilot_3,0.706833727209,1.0,0.0
pilot_3,0.764054181578,1.0,1.0
pilot_3,0.676319543443,1.0,0.0
pilot_3,0.899311177816,1.0,1.0
pilot_3,0.600182585462,1.0,0.0
pilot_3,0.530270714129,1.0,1.0
pilot_3,0.60887055672,1.0,1.0
pilot_3,0.720971186003,1.0,0.0
pilot_3,0.68863653375,1.0,1.0
pilot_3,0.673015455041,1.0,0.0
pilot_3,0.695077748836,1.0,1.0
pilot_3,0.648195027847,1.0,0.0
pilot_3,0.675866890075,1.0,0.0
pilot_3,0.442063736951,1.0,0.0
pilot_3,1.02880818492,1.0,0.0
