subj_id,rt,response,same_hf
pilot_3,0.769641097559,1.0,0.0
pilot_3,1.76015685718,1.0,0.0
pilot_3,0.951503493001,1.0,1.0
pilot_3,0.706698315085,1.0,0.0
pilot_3,1.49815768128,1.0,1.0
pilot_3,0.755989000416,1.0,1.0
pilot_3,0.730086943862,1.0,0.0
pilot_3,0.651140337335,1.0,1.0
pilot_3,0.770460597238,1.0,0.0
pilot_3,1.44699418715,1.0,1.0
pilot_3,0.687585033069,1.0,0.0
pilot_3,1.10412599439,1.0,1.0
pilot_3,0.64913019362,1.0,1.0
pilot_3,0.91091106276,1.0,1.0
pilot_3,1.48133133642,1.0,1.0
pilot_3,0.756439077004,1.0,1.0
pilot_3,0.851680416323,1.0,1.0
pilot_3,0.741365915268,1.0,1.0
pilot_3,0.699585813411,1.0,1.0
pilot_3,0.579906243425,1.0,0.0
pilot_3,0.927946516176,1.0,0.0
pilot_3,0.640011858628,1.0,1.0
pilot_3,0.91163228088,0.0,0.0
pilot_3,0.982780360206,1.0,1.0
pilot_3,0.808812442383,1.0,1.0
pilot_3,0.719082819458,0.0,1.0
pilot_3,0.866735941527,1.0,1.0
pilot_3,0.74049145967,1.0,0.0
pilot_3,0.581450827987,1.0,0.0
pilot_3,0.910020635425,1.0,1.0
pilot_3,0.649552979481,1.0,1.0
pilot_3,0.804834318729,1.0,0.0
pilot_3,0.718771130592,1.0,0.0
pilot_3,0.805975029118,1.0,0.0
pilot_3,0.699623357967,1.0,0.0
pilot_3,0.829880993371,1.0,0.0
pilot_3,1.38351898263,1.0,1.0
pilot_3,0.777937964906,1.0,0.0
pilot_3,0.65772496206,1.0,1.0
pilot_3,1.62766787935,1.0,1.0
pilot_3,0.983311231463,1.0,1.0
pilot_3,0.958593327403,1.0,0.0
pilot_3,0.915024475009,1.0,1.0
pilot_3,0.916919123803,1.0,1.0
pilot_3,0.871494657971,1.0,0.0
pilot_3,0.880274937354,1.0,0.0
pilot_3,0.88010290501,1.0,0.0
pilot_3,0.637885061658,1.0,0.0
pilot_3,1.22687213152,1.0,0.0
pilot_3,0.714949406363,1.0,0.0
pilot_3,0.659283052044,1.0,0.0
pilot_3,0.993253574528,1.0,1.0
pilot_3,0.886690508862,1.0,0.0
pilot_3,0.627686018819,1.0,1.0
pilot_3,0.955643509165,1.0,0.0
pilot_3,0.912554135697,1.0,0.0
pilot_3,0.793635473181,1.0,0.0
pilot_3,0.601179034229,1.0,0.0
pilot_3,0.787871989283,1.0,1.0
pilot_3,0.659161671219,1.0,1.0
pilot_3,0.774034126025,1.0,1.0
pilot_3,0.661579061405,1.0,0.0
pilot_3,0.914318433814,1.0,1.0
pilot_3,0.799114004121,1.0,0.0
pilot_3,0.615606924592,1.0,0.0
pilot_3,0.674692313421,0.0,1.0
pilot_3,0.503188324192,1.0,0.0
pilot_3,0.743143061998,1.0,0.0
pilot_3,0.758283071807,1.0,1.0
pilot_3,0.651487545618,1.0,0.0
pilot_3,0.543202478311,1.0,0.0
pilot_3,0.507916585138,1.0,1.0
pilot_3,0.777294163508,1.0,1.0
pilot_3,0.623101511976,0.0,1.0
pilot_3,0.721305659672,1.0,0.0
pilot_3,0.671829178578,1.0,0.0
pilot_3,0.627352489959,1.0,0.0
pilot_3,0.677267252187,1.0,1.0
pilot_3,0.59763587341,1.0,1.0
pilot_3,0.712512648497,1.0,0.0
pilot_3,0.84971441388,1.0,1.0
pilot_3,0.569675674282,1.0,1.0
pilot_3,0.623527142141,1.0,0.0
pilot_3,1.04066834276,1.0,0.0
pilot_3,0.513879659276,1.0,0.0
pilot_3,0.473010795235,1.0,0.0
pilot_3,0.848383698622,1.0,1.0
pilot_3,0.741021382943,1.0,0.0
pilot_3,0.65941369107,1.0,1.0
pilot_3,0.767636449753,1.0,0.0
pilot_3,0.768286131053,1.0,0.0
pilot_3,0.55925807269,1.0,1.0
pilot_3,0.623886602219,0.0,0.0
pilot_3,0.744716646901,1.0,1.0
pilot_3,0.804990364513,1.0,1.0
pilot_3,1.04379488491,1.0,0.0
pilot_3,0.556164010828,1.0,0.0
pilot_3,1.01868153372,1.0,1.0
pilot_3,0.698959069732,1.0,0.0
pilot_3,0.760619654971,1.0,1.0
pilot_3,0.595722196105,1.0,1.0
pilot_3,0.9839099496,1.0,0.0
pilot_3,1.048475147,1.0,0.0
pilot_3,0.69088922947,1.0,0.0
pilot_3,0.815781627596,1.0,1.0
pilot_3,0.694758674093,1.0,0.0
pilot_3,0.645190874504,1.0,1.0
pilot_3,0.691093202464,1.0,1.0
pilot_3,0.719931220308,1.0,1.0
pilot_3,0.847169969789,1.0,0.0
pilot_3,0.687005178621,1.0,0.0
pilot_3,0.614683185808,1.0,1.0
pilot_3,1.26807180329,1.0,1.0
pilot_3,0.671134834016,1.0,1.0
pilot_3,0.656186404223,1.0,0.0
pilot_3,0.771808444684,1.0,0.0
pilot_3,1.06289712746,0.0,1.0
pilot_3,0.675761156992,1.0,1.0
pilot_3,0.661291558139,1.0,1.0
pilot_3,0.930616940193,1.0,1.0
pilot_3,0.613417488654,1.0,1.0
pilot_3,0.744968660751,1.0,1.0
pilot_3,0.517616361729,1.0,1.0
pilot_3,1.25962783036,1.0,1.0
pilot_3,0.614558207864,1.0,0.0
