subj_idx,rt,response,nr_targets
pilot_3,0.609764307646,1.0,2.0
pilot_3,0.594260770176,1.0,0.0
pilot_3,0.63613157854,1.0,1.0
pilot_3,0.818688882537,1.0,1.0
pilot_3,0.66446565586,1.0,2.0
pilot_3,0.632344413738,1.0,2.0
pilot_3,0.617952759954,1.0,0.0
pilot_3,0.530783960499,1.0,0.0
pilot_3,0.617017798531,1.0,2.0
pilot_3,0.671272810567,1.0,2.0
pilot_3,0.584614225059,1.0,1.0
pilot_3,0.561972817977,1.0,2.0
pilot_3,0.6617978178,1.0,2.0
pilot_3,0.618884229436,1.0,0.0
pilot_3,0.728682514171,1.0,0.0
pilot_3,0.708663919064,1.0,2.0
pilot_3,0.697561965568,1.0,2.0
pilot_3,0.583715667859,1.0,0.0
pilot_3,0.657722813743,1.0,0.0
pilot_3,0.773446345707,1.0,2.0
pilot_3,0.748480442086,1.0,2.0
pilot_3,0.727109277259,1.0,2.0
pilot_3,0.840980276562,1.0,0.0
pilot_3,0.885825808753,1.0,1.0
pilot_3,0.816048620021,1.0,1.0
pilot_3,0.863831377366,1.0,1.0
pilot_3,0.729859295612,1.0,2.0
pilot_3,0.773628871877,1.0,1.0
pilot_3,0.873246539117,1.0,1.0
pilot_3,0.999673888782,1.0,2.0
pilot_3,0.740009352436,1.0,2.0
pilot_3,0.65539936401,1.0,2.0
pilot_3,0.608136546809,1.0,2.0
pilot_3,0.638940261102,1.0,0.0
pilot_3,0.693113218842,1.0,2.0
pilot_3,0.686879447867,1.0,0.0
pilot_3,0.686879888684,1.0,2.0
pilot_3,0.629279472574,1.0,2.0
pilot_3,0.633317099717,1.0,1.0
pilot_3,0.658113446485,1.0,2.0
pilot_3,0.625924201484,1.0,0.0
pilot_3,0.624397370986,1.0,2.0
pilot_3,0.606423137031,1.0,2.0
pilot_3,0.597231063253,1.0,2.0
pilot_3,0.643703708645,1.0,2.0
pilot_3,0.57641440294,1.0,0.0
pilot_3,0.780544693969,1.0,1.0
pilot_3,0.775293334464,1.0,0.0
pilot_3,0.997539966755,1.0,1.0
pilot_3,0.668807532347,1.0,0.0
pilot_3,0.811902682308,1.0,0.0
pilot_3,0.661064261059,1.0,2.0
pilot_3,0.670607823871,1.0,1.0
pilot_3,0.778978518589,1.0,0.0
pilot_3,0.568411998744,1.0,0.0
pilot_3,0.690818556988,1.0,1.0
pilot_3,0.724053926406,1.0,0.0
pilot_3,0.835492247774,1.0,2.0
pilot_3,0.704769542031,1.0,2.0
pilot_3,0.647992066013,1.0,2.0
pilot_3,0.614051174216,1.0,2.0
pilot_3,0.610988149489,1.0,2.0
pilot_3,0.663393683515,1.0,1.0
pilot_3,0.647136054466,1.0,1.0
pilot_3,0.647539298647,1.0,0.0
pilot_3,0.618334167671,1.0,2.0
pilot_3,0.663459394435,1.0,0.0
pilot_3,0.666596703935,1.0,0.0
pilot_3,0.622027340843,1.0,1.0
pilot_3,0.721992681179,1.0,0.0
pilot_3,0.847110981584,1.0,0.0
pilot_3,0.726872040812,1.0,1.0
pilot_3,0.575186541164,1.0,1.0
pilot_3,0.768932617228,1.0,0.0
pilot_3,0.795278951287,1.0,2.0
pilot_3,0.681627182375,1.0,0.0
pilot_3,0.657111556162,1.0,1.0
pilot_3,0.728915091517,1.0,2.0
pilot_3,0.815090786975,1.0,0.0
pilot_3,0.763064023888,1.0,1.0
pilot_3,0.851864877284,1.0,0.0
pilot_3,0.841314327059,1.0,0.0
pilot_3,0.938273837255,1.0,2.0
pilot_3,0.868950057882,1.0,1.0
pilot_3,0.718856466834,1.0,1.0
pilot_3,0.816361071229,1.0,0.0
pilot_3,0.841246645348,1.0,2.0
pilot_3,0.734523813961,1.0,2.0
pilot_3,0.473751126217,1.0,1.0
pilot_3,1.00797253528,1.0,1.0
pilot_3,0.648327583664,1.0,0.0
pilot_3,0.868927456253,1.0,0.0
pilot_3,0.631517528534,1.0,0.0
pilot_3,0.606419389916,1.0,0.0
pilot_3,0.66526077794,1.0,2.0
pilot_3,0.63309611771,1.0,1.0
pilot_3,0.578703335239,1.0,2.0
pilot_3,0.715063440484,1.0,1.0
pilot_3,0.719512586027,1.0,1.0
pilot_3,0.817672442454,1.0,1.0
pilot_3,0.684033460744,1.0,0.0
pilot_3,0.857909453725,1.0,1.0
pilot_3,0.756246471352,1.0,2.0
pilot_3,0.671252216081,1.0,2.0
pilot_3,0.644940006634,1.0,0.0
pilot_3,0.676320227432,1.0,1.0
pilot_3,0.643733576506,1.0,1.0
pilot_3,0.631237987138,1.0,0.0
pilot_3,0.770196565587,1.0,1.0
pilot_3,0.700944647029,1.0,1.0
pilot_3,0.662892904589,1.0,0.0
pilot_3,0.668631201252,1.0,0.0
pilot_3,0.612555803669,1.0,0.0
pilot_3,0.810229421044,1.0,0.0
pilot_3,0.740992118599,1.0,2.0
pilot_3,0.720851221156,1.0,0.0
pilot_3,0.693519067334,1.0,2.0
pilot_3,0.559988005845,1.0,1.0
pilot_3,0.630740784152,1.0,1.0
pilot_3,0.645311358518,1.0,2.0
pilot_3,0.706833727209,1.0,2.0
pilot_3,0.588405613791,1.0,1.0
pilot_3,0.764054181578,1.0,2.0
pilot_3,0.728506969062,1.0,1.0
pilot_3,0.645944782909,1.0,0.0
pilot_3,0.554620977065,1.0,1.0
pilot_3,0.512812522498,1.0,0.0
pilot_3,0.63136658302,1.0,1.0
pilot_3,0.676319543443,1.0,2.0
pilot_3,0.617974911589,1.0,1.0
pilot_3,0.662469821909,1.0,1.0
pilot_3,0.75222274845,1.0,0.0
pilot_3,1.04937489818,1.0,0.0
pilot_3,0.899311177816,1.0,2.0
pilot_3,0.778656479893,1.0,1.0
pilot_3,0.600182585462,1.0,2.0
pilot_3,0.503834663547,1.0,1.0
pilot_3,0.530270714129,1.0,2.0
pilot_3,0.61351053512,1.0,1.0
pilot_3,0.60887055672,1.0,2.0
pilot_3,0.786602809367,1.0,0.0
pilot_3,0.99941756418,1.0,1.0
pilot_3,0.640178457883,1.0,0.0
pilot_3,0.73567379702,1.0,1.0
pilot_3,0.60220636413,1.0,0.0
pilot_3,0.720971186003,1.0,2.0
pilot_3,0.549340470039,1.0,0.0
pilot_3,0.633096261356,1.0,0.0
pilot_3,0.663916637726,1.0,1.0
pilot_3,0.744577980362,1.0,1.0
pilot_3,0.68863653375,1.0,2.0
pilot_3,0.622106833534,1.0,1.0
pilot_3,0.486957667521,1.0,1.0
pilot_3,0.596398988133,1.0,0.0
pilot_3,0.775905234384,1.0,1.0
pilot_3,0.646491869074,1.0,1.0
pilot_3,0.673015455041,1.0,2.0
pilot_3,0.628528596941,1.0,0.0
pilot_3,0.678020302606,1.0,1.0
pilot_3,0.695077748836,1.0,2.0
pilot_3,0.681882067001,1.0,1.0
pilot_3,0.648195027847,1.0,2.0
pilot_3,0.769950920456,1.0,0.0
pilot_3,0.683801930556,1.0,0.0
pilot_3,0.840074642654,1.0,1.0
pilot_3,0.630510376299,1.0,0.0
pilot_3,0.543249301187,1.0,1.0
pilot_3,0.542422706803,1.0,1.0
pilot_3,0.463629925742,1.0,1.0
pilot_3,0.675866890075,1.0,2.0
pilot_3,0.442063736951,1.0,2.0
pilot_3,0.568688255371,1.0,1.0
pilot_3,0.669583922383,1.0,0.0
pilot_3,0.766905925431,1.0,0.0
pilot_3,0.543441100028,1.0,0.0
pilot_3,0.514826017688,1.0,0.0
pilot_3,0.698261272402,1.0,1.0
pilot_3,0.755566787369,1.0,0.0
pilot_3,1.02880818492,1.0,2.0
pilot_3,0.693666638079,1.0,2.0
pilot_3,0.687416471847,1.0,2.0
pilot_3,0.841907099295,1.0,1.0
pilot_3,0.658474835709,1.0,2.0
pilot_3,0.52729685711,1.0,0.0
pilot_3,0.544731054782,1.0,2.0
pilot_3,0.568633278275,1.0,2.0
pilot_3,0.535994637852,1.0,0.0
pilot_3,0.675558930323,1.0,1.0
pilot_3,0.601526515682,1.0,1.0
pilot_3,0.53419103156,1.0,1.0
pilot_3,0.581975564519,1.0,0.0
pilot_3,0.744500644812,1.0,0.0
pilot_3,0.539386876804,1.0,2.0
pilot_3,0.538162876141,1.0,0.0
pilot_3,0.638700199055,1.0,2.0
pilot_3,0.646905991078,1.0,2.0
pilot_3,0.483861211344,1.0,1.0
pilot_3,0.564612162507,1.0,0.0
pilot_3,0.582005675202,1.0,2.0
pilot_3,0.476618559813,1.0,1.0
pilot_3,0.674262456501,1.0,1.0
pilot_3,0.558981816417,1.0,1.0
pilot_3,0.565488108901,1.0,2.0
pilot_3,0.423999471304,1.0,1.0
pilot_3,0.560048391673,1.0,0.0
pilot_3,0.530266112206,1.0,2.0
pilot_3,0.57860635919,1.0,0.0
pilot_3,0.920866857958,1.0,2.0
pilot_3,0.586701011865,1.0,1.0
pilot_3,0.612950267172,1.0,2.0
pilot_3,0.486873197737,1.0,1.0
pilot_3,0.585444629383,1.0,0.0
pilot_3,0.535265745859,1.0,2.0
pilot_3,0.517002115848,1.0,1.0
pilot_3,0.767096941463,1.0,2.0
pilot_3,0.646541233085,1.0,1.0
pilot_3,0.406919054627,1.0,1.0
pilot_3,0.663327183789,1.0,0.0
pilot_3,0.706006802828,1.0,0.0
pilot_3,0.561532122059,1.0,0.0
pilot_3,0.655128795643,1.0,0.0
pilot_3,0.578395417488,1.0,0.0
pilot_3,0.517712794966,1.0,2.0
pilot_3,0.52042541911,1.0,2.0
pilot_3,0.534485062717,1.0,1.0
pilot_3,0.616651762208,1.0,2.0
pilot_3,0.655197368515,1.0,0.0
pilot_3,0.778589656169,1.0,2.0
pilot_3,0.584298021446,1.0,1.0
pilot_3,0.634535142834,1.0,0.0
pilot_3,0.715828607881,1.0,1.0
pilot_3,0.693689176531,1.0,1.0
pilot_3,0.68214800062,1.0,1.0
pilot_3,0.518923823842,1.0,1.0
pilot_3,0.684006929181,1.0,1.0
pilot_3,0.559654735334,1.0,0.0
pilot_3,0.644346718054,1.0,0.0
pilot_3,0.555301374683,1.0,1.0
pilot_3,0.614565497744,1.0,0.0
pilot_3,0.507237852318,1.0,1.0
pilot_3,0.62808397391,1.0,1.0
pilot_3,0.644661026054,1.0,1.0
pilot_3,0.615942703062,1.0,2.0
pilot_3,0.608449204483,1.0,1.0
pilot_3,0.531719867438,1.0,2.0
pilot_3,0.499378150123,1.0,1.0
pilot_3,0.41899938801,1.0,2.0
pilot_3,0.584485476005,1.0,1.0
pilot_3,0.57857639533,1.0,0.0
pilot_3,0.679236605398,1.0,1.0
pilot_3,0.490989157121,1.0,1.0
pilot_3,0.671612024154,1.0,0.0
pilot_3,0.676324007722,1.0,0.0
pilot_3,0.608303703704,1.0,0.0
pilot_3,0.647299563419,1.0,2.0
pilot_3,0.563972425865,1.0,2.0
pilot_3,0.627902567252,1.0,0.0
pilot_3,0.728434463079,1.0,2.0
pilot_3,0.6680925153,1.0,2.0
pilot_3,0.585486973509,1.0,2.0
pilot_3,0.49796663702,1.0,2.0
pilot_3,0.598576157099,1.0,0.0
pilot_3,0.651222196811,1.0,1.0
pilot_3,0.680839788169,1.0,2.0
pilot_3,0.503563708009,1.0,1.0
pilot_3,0.507886849628,1.0,0.0
pilot_3,0.609818249934,1.0,0.0
pilot_3,0.571619909084,1.0,0.0
pilot_3,0.784551139981,1.0,2.0
pilot_3,0.578704163579,1.0,2.0
pilot_3,0.431349980236,1.0,1.0
pilot_3,0.521629815274,1.0,0.0
pilot_3,0.469366014442,1.0,0.0
pilot_3,0.60878768291,1.0,2.0
pilot_3,0.484424368422,1.0,2.0
pilot_3,0.530943581871,1.0,2.0
pilot_3,0.51596529657,1.0,1.0
pilot_3,0.63027047025,1.0,0.0
pilot_3,0.707867809824,1.0,1.0
pilot_3,0.769538052431,1.0,1.0
pilot_3,0.513355144738,1.0,1.0
pilot_3,0.603509947836,1.0,2.0
pilot_3,0.63899595536,1.0,0.0
pilot_3,0.627281319483,1.0,1.0
pilot_3,0.630210966054,1.0,2.0
pilot_3,0.530590808858,1.0,2.0
pilot_3,0.506306304838,1.0,2.0
pilot_3,0.713528374592,1.0,1.0
pilot_3,0.520549017076,1.0,2.0
pilot_3,0.571224515597,1.0,1.0
pilot_3,0.434262935434,1.0,2.0
pilot_3,0.597401958439,1.0,0.0
pilot_3,0.511697513217,1.0,2.0
pilot_3,0.548866489846,1.0,0.0
pilot_3,0.595475690165,1.0,0.0
pilot_3,0.662635305182,1.0,2.0
pilot_3,0.503159662663,1.0,2.0
pilot_3,0.579063401661,1.0,0.0
pilot_3,0.447783667563,1.0,2.0
pilot_3,0.633397327574,1.0,1.0
pilot_3,0.442453463354,1.0,2.0
pilot_3,0.586698005916,1.0,0.0
pilot_3,0.503936775865,1.0,1.0
pilot_3,0.507431661479,1.0,1.0
pilot_3,0.564578803056,1.0,0.0
pilot_3,0.626222024932,1.0,1.0
pilot_3,0.623326745441,1.0,1.0
pilot_3,0.503578848937,1.0,1.0
pilot_3,0.582690032752,1.0,0.0
pilot_3,0.554138534188,1.0,1.0
pilot_3,0.664255881315,1.0,1.0
pilot_3,0.471909396198,1.0,1.0
pilot_3,0.580863894007,1.0,2.0
pilot_3,0.587913630716,1.0,0.0
pilot_3,0.56714046404,1.0,1.0
pilot_3,0.553362179799,1.0,0.0
pilot_3,0.83892668756,0.0,0.0
pilot_3,0.563603585117,1.0,1.0
pilot_3,0.57781584821,1.0,0.0
pilot_3,0.683448458025,1.0,1.0
pilot_3,0.770687759143,1.0,1.0
pilot_3,0.704743688457,1.0,2.0
pilot_3,0.564186268344,1.0,2.0
pilot_3,0.708142248481,1.0,0.0
pilot_3,0.723571966344,1.0,2.0
pilot_3,0.728505700259,1.0,0.0
pilot_3,0.631650630343,1.0,0.0
pilot_3,0.696914960225,1.0,0.0
pilot_3,0.705853994168,1.0,0.0
pilot_3,0.785007765637,1.0,2.0
pilot_3,0.644616578786,1.0,2.0
pilot_3,0.469116748547,1.0,0.0
pilot_3,0.900899525654,1.0,1.0
pilot_3,0.663144756438,1.0,1.0
pilot_3,0.638792276715,1.0,1.0
pilot_3,0.705223773373,1.0,1.0
pilot_3,0.559008230804,1.0,2.0
pilot_3,0.647203892171,1.0,2.0
pilot_3,0.610273618433,1.0,2.0
pilot_3,0.584506640831,1.0,1.0
pilot_3,0.675259571253,1.0,0.0
pilot_3,0.708387800438,1.0,2.0
pilot_3,0.711492077306,1.0,0.0
pilot_3,0.584930027035,1.0,0.0
pilot_3,0.539202595839,1.0,0.0
pilot_3,0.575113051549,1.0,0.0
pilot_3,0.610619680736,1.0,0.0
pilot_3,0.532387746083,1.0,0.0
pilot_3,0.514202021966,1.0,2.0
pilot_3,0.634859869484,1.0,0.0
pilot_3,0.52241419753,1.0,0.0
pilot_3,0.66172765778,1.0,1.0
pilot_3,0.632236448695,1.0,0.0
pilot_3,0.549678234476,1.0,2.0
pilot_3,0.486973186087,1.0,2.0
pilot_3,0.505862104977,1.0,1.0
pilot_3,0.592989561936,1.0,0.0
pilot_3,0.659723147972,1.0,2.0
pilot_3,0.585948177088,1.0,2.0
pilot_3,0.494224553007,1.0,2.0
pilot_3,0.563957366114,1.0,1.0
pilot_3,0.534156469304,1.0,2.0
pilot_3,0.403620006142,1.0,2.0
pilot_3,0.419587864315,1.0,2.0
pilot_3,0.560355199443,1.0,0.0
pilot_3,0.704126133805,1.0,0.0
pilot_3,0.59952573746,1.0,1.0
pilot_3,0.441242437653,1.0,2.0
pilot_3,0.575521116829,1.0,0.0
pilot_3,0.69680812916,1.0,0.0
pilot_3,0.521322098342,1.0,0.0
pilot_3,0.465896628411,1.0,0.0
pilot_3,0.705625427934,1.0,2.0
pilot_3,0.456229131636,1.0,2.0
pilot_3,0.544393245524,1.0,0.0
pilot_3,0.724142020132,1.0,2.0
pilot_3,0.530317831355,1.0,1.0
pilot_3,0.46873260452,1.0,1.0
pilot_3,0.465816532902,1.0,0.0
pilot_3,0.560419674381,1.0,1.0
pilot_3,0.551308890444,1.0,0.0
pilot_3,0.442789329001,1.0,0.0
pilot_3,0.469385414948,0.0,2.0
pilot_3,0.687159775251,1.0,0.0
pilot_3,0.562766440082,1.0,1.0
pilot_3,0.619975725811,1.0,2.0
pilot_3,0.503975274056,1.0,2.0
pilot_3,0.572285030954,1.0,0.0
pilot_3,0.617423442673,1.0,2.0
pilot_3,0.529594135274,1.0,0.0
pilot_3,0.634610225596,1.0,2.0
pilot_3,0.603056049313,1.0,0.0
pilot_3,0.643303476412,1.0,1.0
pilot_3,0.574410016307,1.0,2.0
pilot_3,0.563671180003,1.0,0.0
pilot_3,0.577154361927,1.0,2.0
pilot_3,0.426627725192,1.0,1.0
pilot_3,0.493092497654,1.0,1.0
pilot_3,0.51999329458,1.0,2.0
pilot_3,0.598428475532,1.0,1.0
pilot_3,0.59751133946,1.0,2.0
pilot_3,0.643819527915,1.0,0.0
pilot_3,0.575628239065,1.0,0.0
pilot_3,0.527292429186,1.0,2.0
pilot_3,0.641568640985,1.0,2.0
pilot_3,0.644462735319,1.0,1.0
pilot_3,0.515308382568,1.0,1.0
pilot_3,0.620586512578,1.0,2.0
pilot_3,0.471918636045,1.0,2.0
pilot_3,0.467816092794,1.0,2.0
pilot_3,0.436992212482,1.0,1.0
pilot_3,0.466861205699,1.0,1.0
pilot_3,0.52085957196,1.0,1.0
pilot_3,0.571243607283,1.0,0.0
pilot_3,0.728129059284,1.0,2.0
pilot_3,0.490074100191,1.0,2.0
pilot_3,0.552693709986,1.0,0.0
pilot_3,0.577261978979,1.0,2.0
pilot_3,0.558743583988,1.0,1.0
pilot_3,0.593209227496,1.0,0.0
pilot_3,0.490190084281,1.0,2.0
pilot_3,0.48371803288,1.0,2.0
pilot_3,0.480365354102,1.0,1.0
pilot_3,0.507011476398,1.0,2.0
pilot_3,0.571798054974,1.0,0.0
pilot_3,0.499814831757,1.0,1.0
pilot_3,0.510751325623,1.0,0.0
pilot_3,0.651855003565,1.0,0.0
pilot_3,0.534326851321,1.0,2.0
pilot_3,0.61679696299,1.0,1.0
pilot_3,0.503808131984,1.0,1.0
pilot_3,0.485291647787,1.0,2.0
pilot_3,0.436245047611,1.0,1.0
pilot_3,0.392190572391,1.0,2.0
pilot_3,0.400779535747,1.0,2.0
pilot_3,0.567423461376,1.0,0.0
pilot_3,0.583146646408,1.0,1.0
pilot_3,0.560279291869,1.0,0.0
pilot_3,0.500676516742,1.0,2.0
pilot_3,0.585459539136,1.0,0.0
pilot_3,0.607531795595,1.0,0.0
pilot_3,0.655120899773,1.0,2.0
pilot_3,0.723745330313,1.0,0.0
pilot_3,0.729625737811,1.0,1.0
pilot_3,0.503087621848,1.0,1.0
pilot_3,0.523989066412,1.0,1.0
pilot_3,0.536865910326,1.0,0.0
pilot_3,0.548030646791,1.0,0.0
pilot_3,0.562374379366,1.0,2.0
pilot_3,0.64348067432,1.0,1.0
pilot_3,0.538879927153,1.0,0.0
pilot_3,0.539437192328,1.0,1.0
pilot_3,0.533859087027,1.0,1.0
pilot_3,0.523147535456,1.0,2.0
pilot_3,0.409666937368,1.0,1.0
pilot_3,0.399503269946,1.0,2.0
pilot_3,0.455526750382,1.0,1.0
pilot_3,0.593998361674,1.0,2.0
pilot_3,0.51842454842,1.0,1.0
pilot_3,0.520701552563,1.0,1.0
pilot_3,0.550160506533,1.0,0.0
pilot_3,0.749484324726,1.0,0.0
pilot_3,0.850114109297,1.0,1.0
pilot_3,0.54908257311,1.0,2.0
pilot_3,0.473750364228,1.0,1.0
pilot_3,0.496657974574,1.0,1.0
pilot_3,0.621808890442,1.0,2.0
pilot_3,0.534542427769,1.0,1.0
pilot_3,0.597599916,1.0,0.0
pilot_3,0.676659834193,1.0,2.0
