subj_idx,rt,response,nr_targets
pilot_3,0.6662041364,1.0,0.0
pilot_3,0.576483468158,1.0,2.0
pilot_3,0.512014230004,1.0,2.0
pilot_3,0.538511464401,1.0,2.0
pilot_3,0.467998438966,1.0,2.0
pilot_3,0.473726178625,1.0,1.0
pilot_3,0.457217366184,1.0,2.0
pilot_3,0.47319689699,1.0,2.0
pilot_3,0.447811156286,1.0,1.0
pilot_3,0.56710599743,1.0,0.0
pilot_3,0.536820677073,1.0,1.0
pilot_3,0.446721025062,1.0,2.0
pilot_3,0.478970884244,1.0,1.0
pilot_3,0.504295005961,1.0,1.0
pilot_3,0.409112285681,1.0,1.0
pilot_3,0.561413177194,1.0,1.0
pilot_3,0.528480160443,1.0,0.0
pilot_3,0.710241197085,1.0,2.0
pilot_3,0.715583220746,1.0,0.0
pilot_3,0.644351908322,1.0,2.0
pilot_3,0.539970994359,1.0,0.0
pilot_3,0.51176974285,0.0,0.0
pilot_3,0.567325488992,1.0,0.0
pilot_3,0.594154533104,1.0,2.0
pilot_3,0.48495226973,1.0,2.0
pilot_3,0.55443854407,1.0,1.0
pilot_3,0.551635564239,1.0,0.0
pilot_3,0.679688890301,1.0,1.0
pilot_3,0.579941394026,1.0,0.0
pilot_3,0.552381801946,1.0,0.0
pilot_3,0.532923696432,1.0,1.0
pilot_3,0.564486605752,1.0,2.0
pilot_3,0.503275592757,1.0,2.0
pilot_3,0.585666661726,1.0,0.0
pilot_3,0.448755618731,1.0,2.0
pilot_3,0.560651339743,1.0,0.0
pilot_3,0.636485059538,1.0,0.0
pilot_3,0.568413129902,1.0,0.0
pilot_3,0.442936719748,1.0,0.0
pilot_3,0.675449251779,1.0,1.0
pilot_3,0.501062622381,1.0,1.0
pilot_3,0.504953195126,1.0,2.0
pilot_3,0.547957588817,1.0,0.0
pilot_3,0.50111571233,1.0,1.0
pilot_3,0.511938352072,1.0,0.0
pilot_3,0.525862736729,1.0,0.0
pilot_3,0.523662005802,1.0,1.0
pilot_3,0.535124064194,1.0,1.0
pilot_3,0.463237808199,1.0,1.0
pilot_3,0.530506984236,1.0,2.0
pilot_3,0.542938278664,1.0,0.0
pilot_3,0.746942643415,1.0,1.0
pilot_3,0.551417341831,1.0,0.0
pilot_3,0.535459893836,1.0,1.0
pilot_3,0.643161863569,1.0,0.0
pilot_3,0.616627588603,1.0,2.0
pilot_3,0.615153887233,1.0,0.0
pilot_3,0.580697741567,1.0,2.0
pilot_3,0.587682232526,1.0,0.0
pilot_3,0.665599169188,1.0,1.0
pilot_3,0.582917423009,1.0,1.0
pilot_3,0.3700595349,0.0,0.0
pilot_3,0.402253939817,1.0,1.0
pilot_3,0.522924807119,1.0,1.0
pilot_3,0.487422095874,1.0,1.0
pilot_3,0.629805426735,1.0,0.0
pilot_3,0.34028449449,1.0,2.0
pilot_3,0.460812014979,1.0,1.0
pilot_3,0.68161256344,1.0,0.0
pilot_3,0.50775266784,1.0,2.0
pilot_6,0.615232112757,1.0,2.0
pilot_6,0.536007682399,1.0,0.0
pilot_6,0.568620783099,1.0,0.0
pilot_6,0.689627218568,1.0,0.0
pilot_6,0.552384108267,0.0,1.0
pilot_6,0.617687445648,1.0,1.0
pilot_6,0.688785444137,1.0,1.0
pilot_6,0.802864968447,1.0,0.0
pilot_6,0.676110524607,1.0,0.0
pilot_6,0.602979564898,1.0,0.0
pilot_6,0.542308309922,1.0,0.0
pilot_6,0.596956581585,1.0,0.0
pilot_6,0.833465139622,1.0,2.0
pilot_6,0.761480184304,1.0,2.0
pilot_6,0.514430511477,1.0,1.0
pilot_6,0.536959285442,1.0,2.0
pilot_6,0.597523021078,1.0,2.0
pilot_6,0.594212117416,1.0,2.0
pilot_6,0.583565784793,1.0,0.0
pilot_6,0.779949951295,1.0,1.0
pilot_6,0.587493194652,1.0,0.0
pilot_6,0.715832568752,1.0,2.0
pilot_6,0.576762637646,1.0,1.0
pilot_6,0.472331406528,1.0,2.0
pilot_6,0.514828541379,1.0,2.0
pilot_6,0.660519044527,1.0,0.0
pilot_6,0.550473579072,1.0,0.0
pilot_6,0.661249084479,1.0,2.0
pilot_6,0.597751840924,1.0,1.0
pilot_6,0.436345488396,1.0,1.0
pilot_6,0.546532471341,1.0,0.0
pilot_6,0.463153205735,1.0,1.0
pilot_6,0.690320979686,1.0,1.0
pilot_6,0.629410638959,1.0,1.0
pilot_6,0.548616911723,1.0,1.0
pilot_6,0.512088973515,1.0,1.0
pilot_6,0.56276270541,1.0,1.0
pilot_6,0.527664271748,1.0,1.0
pilot_6,0.61061765501,1.0,0.0
pilot_6,0.732324229537,1.0,0.0
pilot_6,0.640330032541,1.0,2.0
pilot_6,0.471402828091,1.0,0.0
pilot_6,0.748911460598,1.0,1.0
pilot_6,0.568009722026,1.0,0.0
pilot_6,0.686884662026,1.0,0.0
pilot_6,0.945185410961,1.0,1.0
pilot_6,1.10903650119,1.0,2.0
pilot_6,0.795841638903,0.0,1.0
pilot_6,0.662346782971,1.0,0.0
pilot_6,0.650314001397,1.0,0.0
pilot_6,0.528516677725,1.0,1.0
pilot_6,0.566372079439,1.0,1.0
pilot_6,0.504038818929,1.0,0.0
pilot_6,0.654289423159,1.0,1.0
pilot_6,0.829781291117,1.0,2.0
pilot_6,0.923656980757,1.0,1.0
pilot_6,0.625494397817,1.0,0.0
pilot_6,0.617550955756,1.0,0.0
pilot_6,0.65058890081,1.0,0.0
pilot_6,0.689961679066,1.0,2.0
pilot_6,0.915859832143,1.0,1.0
pilot_6,0.719632452989,1.0,2.0
pilot_6,0.531256410763,1.0,0.0
pilot_6,0.626584587557,1.0,2.0
pilot_6,0.583906737231,1.0,2.0
pilot_6,0.548482692634,1.0,0.0
pilot_6,0.659374912118,1.0,0.0
pilot_6,0.633816409492,1.0,0.0
pilot_6,0.511826670808,1.0,0.0
pilot_6,0.629676682807,1.0,0.0
pilot_6,0.794179753367,1.0,1.0
pilot_6,0.530479808072,1.0,0.0
pilot_6,0.439501986334,1.0,1.0
pilot_6,0.627224292713,1.0,1.0
pilot_6,0.559096601914,1.0,0.0
pilot_6,1.07625878851,1.0,1.0
pilot_6,0.627895461219,1.0,2.0
pilot_6,0.593057323108,1.0,2.0
pilot_6,0.640476307988,1.0,1.0
pilot_6,0.473988233757,1.0,1.0
pilot_6,0.455236169425,1.0,1.0
pilot_6,0.479812055299,1.0,2.0
pilot_6,0.436390931967,1.0,2.0
pilot_6,0.55513571237,1.0,0.0
pilot_6,0.515576869511,1.0,2.0
pilot_6,0.503225502584,1.0,1.0
pilot_6,0.42122601152,1.0,1.0
pilot_6,0.592511205424,1.0,0.0
pilot_6,0.72256728619,1.0,0.0
pilot_6,0.672663446227,1.0,0.0
pilot_6,0.635797512848,1.0,1.0
pilot_6,0.737331056414,1.0,2.0
pilot_6,0.555708280627,1.0,0.0
pilot_6,0.890945792628,1.0,0.0
pilot_6,0.560667891125,1.0,1.0
pilot_6,0.565942930655,1.0,0.0
pilot_6,0.502397411554,1.0,2.0
pilot_6,0.469705708064,1.0,2.0
pilot_6,0.520998616484,1.0,1.0
pilot_6,0.49565196904,1.0,1.0
pilot_6,0.440143065477,1.0,1.0
pilot_6,0.576837666939,1.0,2.0
pilot_6,0.503996594502,1.0,0.0
pilot_6,0.801252378801,1.0,1.0
pilot_6,0.518994770519,1.0,1.0
pilot_6,0.50407199297,1.0,2.0
pilot_6,0.482312456589,1.0,2.0
pilot_6,0.584992502188,1.0,0.0
pilot_6,0.614783832623,1.0,2.0
pilot_6,0.541907267696,1.0,1.0
pilot_6,0.55344673709,1.0,1.0
pilot_6,0.443364929977,1.0,1.0
pilot_6,0.544033419686,1.0,2.0
pilot_6,0.481796878265,1.0,2.0
pilot_6,0.532149403535,1.0,0.0
pilot_6,0.546907722633,1.0,1.0
pilot_6,0.401502123979,1.0,2.0
pilot_6,0.633283872505,0.0,2.0
pilot_6,0.88368901975,1.0,2.0
pilot_6,0.726714297512,1.0,1.0
pilot_6,0.550174929059,1.0,0.0
pilot_6,0.604004958071,1.0,1.0
pilot_6,0.543599818943,1.0,2.0
pilot_6,0.495180553477,1.0,2.0
pilot_6,0.441333178276,1.0,2.0
