subj_id,rt,response,nr_targets
pilot_3,0.664013791302,1.0,1.0
pilot_3,0.505582641581,1.0,1.0
pilot_3,0.628903260418,1.0,2.0
pilot_3,0.71104372869,1.0,2.0
pilot_3,0.465644155742,1.0,1.0
pilot_3,0.696035683883,1.0,1.0
pilot_3,0.697543621045,1.0,2.0
pilot_3,0.736476850972,1.0,2.0
pilot_3,0.475910076304,1.0,2.0
pilot_3,0.468830481263,1.0,1.0
pilot_3,0.441482079706,1.0,1.0
pilot_3,0.528088184077,1.0,2.0
pilot_3,0.849530546908,1.0,2.0
pilot_3,0.905083970734,1.0,1.0
pilot_3,0.579781538658,1.0,2.0
pilot_3,0.846588672186,1.0,2.0
pilot_3,0.634505389324,1.0,2.0
pilot_3,0.547978603292,1.0,1.0
pilot_3,0.66526620185,1.0,1.0
pilot_3,0.560615166338,0.0,2.0
pilot_3,0.688757902928,0.0,2.0
pilot_3,0.705949668594,1.0,1.0
pilot_3,0.730464577995,1.0,2.0
pilot_3,0.789018015235,1.0,1.0
pilot_3,0.598594168801,1.0,1.0
pilot_3,0.65741790794,1.0,1.0
pilot_3,0.848590830032,1.0,2.0
pilot_3,0.641139387233,1.0,1.0
pilot_3,0.570944227387,1.0,2.0
pilot_3,0.815857835165,1.0,2.0
pilot_3,0.492077167197,1.0,2.0
pilot_3,0.872010289477,1.0,1.0
pilot_3,0.522898767551,1.0,1.0
pilot_3,0.709971141183,1.0,2.0
pilot_3,0.818003771819,1.0,1.0
pilot_3,0.696168083701,1.0,1.0
pilot_3,0.57613856066,1.0,2.0
pilot_3,1.0625349346,1.0,1.0
pilot_3,0.559760447592,1.0,1.0
pilot_3,0.584666841016,1.0,2.0
pilot_3,0.646628156479,1.0,1.0
pilot_3,0.795062310033,1.0,2.0
pilot_3,0.747144306093,1.0,2.0
pilot_3,0.571445227961,1.0,1.0
pilot_3,0.442208664561,1.0,1.0
pilot_3,0.783378939286,1.0,1.0
pilot_3,1.13126031666,1.0,1.0
pilot_3,0.562180363384,1.0,1.0
pilot_3,0.537890477452,1.0,2.0
pilot_3,0.61551708807,1.0,1.0
pilot_3,0.418405835433,1.0,1.0
pilot_6,0.583997027557,1.0,2.0
pilot_6,0.793382876867,1.0,1.0
pilot_6,0.664518726883,1.0,1.0
pilot_6,0.753339679744,1.0,1.0
pilot_6,0.817620068752,1.0,1.0
pilot_6,0.75197309943,1.0,1.0
pilot_6,0.61428860646,1.0,2.0
pilot_6,0.624959419205,1.0,2.0
pilot_6,0.808424993294,1.0,2.0
pilot_6,0.742493530649,1.0,1.0
pilot_6,0.826631488762,1.0,1.0
pilot_6,0.577613540461,1.0,2.0
pilot_6,0.694040453031,1.0,1.0
pilot_6,0.997415807733,1.0,2.0
pilot_6,0.608677006452,1.0,1.0
pilot_6,0.666660853545,1.0,1.0
pilot_6,0.906429258901,1.0,2.0
pilot_6,0.704340741734,1.0,2.0
pilot_6,0.744990977497,1.0,2.0
pilot_6,0.628593287828,1.0,2.0
pilot_6,0.693686303188,1.0,1.0
pilot_6,1.39755617253,1.0,2.0
pilot_6,0.759628193382,1.0,1.0
pilot_6,0.651918632295,1.0,1.0
pilot_6,0.602346280035,1.0,2.0
pilot_6,0.783841919841,1.0,1.0
pilot_6,0.827561846006,1.0,2.0
pilot_6,0.52915471772,1.0,1.0
pilot_6,0.614655461007,1.0,1.0
pilot_6,0.81116457951,1.0,1.0
pilot_6,0.71259535922,1.0,2.0
pilot_6,0.768831104766,1.0,2.0
pilot_6,0.69501104272,1.0,1.0
pilot_6,0.572744817461,1.0,1.0
pilot_6,0.695360500607,1.0,2.0
pilot_6,0.97658448344,1.0,2.0
pilot_6,0.593532101816,1.0,2.0
pilot_6,0.802676648573,1.0,1.0
pilot_6,0.766354523252,1.0,2.0
pilot_6,0.495993611825,1.0,1.0
pilot_6,0.674788521049,1.0,2.0
pilot_6,0.480993393003,1.0,1.0
pilot_6,0.593626948923,1.0,2.0
pilot_6,0.890276354929,1.0,1.0
pilot_6,0.664966058319,1.0,1.0
pilot_6,0.761543618531,1.0,2.0
pilot_6,0.625821833089,1.0,1.0
pilot_6,0.532768255711,1.0,1.0
pilot_6,0.482006516645,1.0,2.0
pilot_6,0.699115130093,1.0,1.0
pilot_6,0.923250130587,1.0,2.0
pilot_6,0.634053905258,1.0,1.0
pilot_6,0.898096735325,1.0,1.0
pilot_6,0.630448464367,1.0,1.0
pilot_6,0.610653183852,1.0,2.0
pilot_6,0.935119608875,1.0,2.0
pilot_6,1.02477654622,1.0,1.0
pilot_6,1.08394777932,1.0,1.0
pilot_6,0.580436751066,1.0,2.0
pilot_6,0.598113517873,1.0,2.0
pilot_6,0.608057668281,1.0,2.0
pilot_6,0.632950365643,1.0,1.0
pilot_6,1.26627895926,1.0,2.0
pilot_6,1.20538298522,1.0,2.0
pilot_6,0.791237947878,1.0,2.0
pilot_6,0.551881348999,1.0,2.0
pilot_6,0.577609940848,1.0,2.0
pilot_6,0.592931051473,0.0,1.0
pilot_6,0.641188681283,1.0,2.0
pilot_6,0.7959905875,1.0,2.0
pilot_6,0.709309796143,1.0,1.0
pilot_6,0.569975798346,1.0,2.0
pilot_6,0.745039786684,1.0,2.0
pilot_6,0.679053508908,1.0,1.0
pilot_6,0.930067881243,1.0,2.0
pilot_6,0.727176178812,1.0,2.0
pilot_6,0.783940885733,1.0,1.0
pilot_6,0.986602457506,1.0,2.0
pilot_6,0.67405281115,1.0,2.0
pilot_6,0.709307324167,1.0,1.0
pilot_6,0.77005114246,1.0,2.0
pilot_6,0.91889530275,1.0,1.0
pilot_6,0.631479851484,1.0,2.0
pilot_6,0.873775160234,1.0,1.0
pilot_6,0.627792718539,1.0,2.0
pilot_6,1.20491939041,1.0,2.0
pilot_6,0.574831945817,1.0,1.0
pilot_6,0.807581476057,1.0,2.0
pilot_6,0.601546415211,1.0,2.0
pilot_6,0.740836478598,1.0,2.0
pilot_6,1.0446818777,1.0,2.0
pilot_6,0.640017651481,1.0,1.0
pilot_6,0.620483676977,1.0,1.0
pilot_6,0.966949579298,1.0,2.0
pilot_6,0.982231312294,0.0,2.0
pilot_6,0.786299775531,1.0,1.0
pilot_6,1.30330034447,1.0,2.0
pilot_6,0.761189691038,1.0,1.0
pilot_6,0.565369005704,1.0,2.0
pilot_6,0.608758230511,1.0,1.0
pilot_6,0.833752678092,1.0,1.0
pilot_6,0.675726189401,1.0,1.0
pilot_6,0.80210283762,1.0,1.0
pilot_6,0.691310472725,1.0,2.0
pilot_6,0.632639439746,1.0,1.0
pilot_6,0.762670689923,1.0,1.0
pilot_6,0.731915285386,1.0,1.0
pilot_6,0.575843710295,1.0,1.0
pilot_6,1.03130660276,1.0,2.0
pilot_6,0.656206281941,1.0,1.0
pilot_6,0.64763733659,1.0,1.0
pilot_6,0.803363755753,1.0,1.0
pilot_6,0.795896124037,1.0,2.0
pilot_6,0.723698734718,1.0,1.0
pilot_6,0.726220150987,1.0,1.0
pilot_6,0.580141886664,1.0,2.0
pilot_6,0.692438308934,1.0,1.0
pilot_6,0.537616798077,1.0,2.0
pilot_6,0.709593506297,1.0,1.0
pilot_6,0.656163325521,1.0,2.0
pilot_6,0.874175926462,1.0,2.0
pilot_6,0.687600182469,1.0,1.0
pilot_6,0.654663879634,1.0,2.0
pilot_6,0.828300472231,1.0,1.0
pilot_6,0.760156062413,1.0,1.0
pilot_6,1.05464571992,1.0,2.0
pilot_6,0.682574830943,1.0,1.0
pilot_6,0.666694054409,1.0,1.0
pilot_6,0.593310292727,1.0,1.0
pilot_6,0.801002826327,1.0,1.0
pilot_6,0.561354059491,1.0,1.0
pilot_6,1.05885416431,1.0,2.0
pilot_6,0.779016387258,1.0,2.0
pilot_6,0.747119463464,1.0,1.0
pilot_6,0.740467949714,1.0,1.0
pilot_6,0.517354127608,1.0,1.0
pilot_6,0.502517818421,1.0,1.0
pilot_6,0.624106881229,1.0,2.0
pilot_6,0.90327899455,1.0,1.0
pilot_6,0.553025645876,1.0,2.0
pilot_6,0.856130403125,1.0,1.0
pilot_6,0.675840049976,1.0,1.0
pilot_6,0.654119564757,1.0,2.0
pilot_6,0.581328000678,1.0,2.0
pilot_6,0.833463837635,1.0,2.0
pilot_6,0.471721455092,1.0,1.0
pilot_6,0.603413471638,1.0,2.0
pilot_6,0.71959151855,1.0,2.0
pilot_6,0.664883676272,1.0,2.0
pilot_6,0.582150763757,1.0,1.0
pilot_6,0.629533469802,1.0,2.0
pilot_6,0.948069908166,1.0,1.0
pilot_6,0.549966469845,1.0,1.0
pilot_6,0.856209116384,1.0,1.0
pilot_6,0.70576845265,1.0,1.0
pilot_6,0.501392409013,1.0,1.0
pilot_6,0.665608379451,1.0,2.0
pilot_6,0.644924255302,1.0,2.0
pilot_6,0.602814560451,0.0,2.0
pilot_6,0.688037767174,1.0,1.0
pilot_6,0.683882986631,1.0,2.0
pilot_6,0.617429543722,1.0,2.0
pilot_6,0.553229457958,1.0,1.0
pilot_6,0.630810137787,1.0,2.0
pilot_6,0.673202786797,1.0,1.0
pilot_6,1.08884103891,1.0,2.0
pilot_6,0.719814359277,1.0,1.0
pilot_6,0.496603437261,1.0,2.0
pilot_6,0.676514245631,1.0,1.0
pilot_6,0.753942665246,1.0,2.0
pilot_6,0.518012096592,1.0,2.0
pilot_6,1.0074598692,1.0,2.0
pilot_6,0.585361459892,1.0,1.0
pilot_6,0.688131753466,1.0,1.0
pilot_6,0.531572302143,1.0,1.0
pilot_6,0.648325412937,1.0,1.0
pilot_6,0.505909553322,1.0,2.0
pilot_6,0.790314979741,1.0,2.0
pilot_6,0.591191094672,1.0,1.0
pilot_6,0.629413381285,1.0,1.0
pilot_6,0.699091277141,1.0,2.0
pilot_6,0.56130700511,1.0,1.0
pilot_6,0.666903836434,1.0,2.0
pilot_6,0.642554955247,1.0,2.0
pilot_6,0.683265793264,1.0,1.0
pilot_6,0.664069451112,1.0,2.0
pilot_6,0.473607513341,0.0,1.0
pilot_6,0.619318707119,1.0,2.0
pilot_6,0.725043354886,1.0,2.0
pilot_6,0.515985171669,1.0,2.0
pilot_6,0.483833829447,1.0,1.0
pilot_6,0.544023654954,1.0,2.0
pilot_6,0.569696624149,1.0,2.0
pilot_6,0.64682342625,1.0,2.0
pilot_6,0.598097966019,1.0,1.0
pilot_6,0.629702776562,1.0,1.0
pilot_6,0.696912553646,1.0,1.0
pilot_6,0.465044421112,1.0,1.0
pilot_6,0.838644516051,1.0,1.0
pilot_6,0.537302242215,1.0,2.0
pilot_6,1.03096880594,1.0,2.0
pilot_6,0.718804835602,1.0,1.0
pilot_6,0.663636192012,1.0,1.0
pilot_6,0.736624104244,1.0,1.0
pilot_6,0.788898165077,1.0,2.0
pilot_6,0.681745404749,1.0,2.0
pilot_6,0.623467802891,1.0,1.0
pilot_6,0.727296342858,1.0,2.0
pilot_6,0.762050964579,1.0,2.0
pilot_6,0.657641222436,1.0,1.0
pilot_6,0.884990821851,1.0,2.0
pilot_6,0.728783152865,1.0,2.0
pilot_6,0.630304708897,1.0,2.0
pilot_6,0.776577019863,1.0,2.0
pilot_6,0.855242972654,1.0,2.0
pilot_6,0.71268993033,1.0,2.0
pilot_6,0.608665813381,1.0,2.0
pilot_6,0.600081088178,1.0,2.0
pilot_6,0.563358937798,0.0,2.0
pilot_6,0.907051882218,1.0,2.0
pilot_6,0.992184351794,1.0,2.0
pilot_6,0.694590101858,1.0,1.0
pilot_6,0.62963115806,1.0,2.0
pilot_6,0.584021282505,1.0,1.0
pilot_6,0.475479250078,1.0,1.0
pilot_6,0.544318483003,1.0,1.0
pilot_6,0.863683795211,1.0,1.0
pilot_6,0.843425897874,1.0,1.0
pilot_6,0.690223603778,1.0,1.0
pilot_6,0.624544087938,1.0,1.0
pilot_6,0.615811244953,1.0,1.0
pilot_6,0.602426046108,1.0,2.0
pilot_6,0.521368078183,1.0,2.0
pilot_6,0.870793950293,1.0,2.0
pilot_6,0.521173040842,1.0,1.0
pilot_6,0.617009865672,1.0,1.0
pilot_6,0.69155960838,1.0,1.0
pilot_6,0.975085850721,1.0,2.0
pilot_6,0.867601137166,1.0,1.0
pilot_6,0.952916050554,1.0,2.0
pilot_6,0.889798036254,1.0,2.0
pilot_6,0.737169171937,1.0,1.0
pilot_6,0.65745797816,1.0,1.0
pilot_6,0.649827273979,1.0,2.0
pilot_6,0.724240697617,1.0,1.0
pilot_6,0.730680979826,1.0,2.0
pilot_6,0.692054810544,1.0,2.0
pilot_6,0.717531377588,1.0,1.0
pilot_6,0.585944654404,1.0,1.0
pilot_6,0.811474341771,1.0,1.0
pilot_6,0.730941569373,1.0,2.0
pilot_6,0.803855625123,1.0,2.0
pilot_6,0.787721030155,1.0,2.0
pilot_6,0.691854124432,1.0,2.0
pilot_6,0.595853701965,1.0,1.0
pilot_6,0.937743309357,1.0,2.0
pilot_6,0.646356861817,1.0,2.0
pilot_6,0.643909526499,1.0,2.0
pilot_6,1.16831375011,1.0,2.0
pilot_6,0.826988491755,1.0,2.0
pilot_6,0.662811049779,1.0,1.0
pilot_6,0.699420773217,1.0,2.0
pilot_6,0.725770842038,1.0,2.0
pilot_6,0.623958169453,1.0,2.0
pilot_6,0.759000158469,1.0,2.0
pilot_6,0.505468134653,1.0,1.0
pilot_6,0.625025760582,1.0,2.0
pilot_6,0.712184753085,1.0,1.0
pilot_6,0.634509469323,1.0,2.0
pilot_6,0.747732138521,1.0,1.0
pilot_6,0.783678058207,1.0,2.0
pilot_6,0.603135410608,1.0,1.0
pilot_6,0.709821180153,1.0,1.0
pilot_6,0.591554271607,1.0,2.0
pilot_6,0.66250490866,1.0,1.0
pilot_6,0.570451185871,1.0,2.0
pilot_6,0.633704339723,1.0,1.0
pilot_6,0.553270191927,1.0,1.0
pilot_6,0.535876127637,1.0,1.0
pilot_6,1.19435486101,1.0,2.0
pilot_6,0.697460318491,1.0,2.0
pilot_6,0.702603779258,1.0,2.0
pilot_6,0.81999438723,1.0,1.0
pilot_6,0.767308163099,1.0,2.0
pilot_6,0.650679589957,1.0,1.0
pilot_6,0.458651610103,1.0,1.0
pilot_6,0.599340991967,1.0,1.0
pilot_6,0.667133505096,1.0,1.0
pilot_6,0.507742005252,1.0,1.0
pilot_6,0.672564549157,1.0,2.0
pilot_6,0.545568358415,1.0,1.0
pilot_6,0.611913270816,1.0,2.0
pilot_6,0.527928746082,0.0,1.0
pilot_6,0.610790780204,1.0,2.0
pilot_6,0.58673696177,1.0,2.0
pilot_6,0.740059887907,1.0,1.0
pilot_6,0.625839040927,1.0,1.0
pilot_6,0.58867135874,1.0,1.0
pilot_6,0.592498269546,1.0,2.0
pilot_6,0.678399071068,1.0,2.0
pilot_6,0.626119814284,1.0,1.0
pilot_6,0.715463716224,1.0,1.0
pilot_6,0.662239696332,0.0,2.0
pilot_6,0.771733121805,1.0,1.0
